Brand,model,kmDriven,Transmission,Owner,FuelType,Car_Age
Maruti Suzuki,Ciaz,86265.0,Manual,second,Diesel,12
Maruti Suzuki,Eeco,49000.0,Manual,second,Petrol,10
Honda,BRV,82502.0,Manual,first,Petrol,8
Maruti Suzuki,maruti-suzuki-dzire,2100.0,Manual,first,hybrid,2
Hyundai,i10,86000.0,Manual,second,Petrol,15
Honda,City,71000.0,Automatic,second,Petrol,11
Maruti Suzuki,Swift,48000.0,Automatic,second,Petrol,7
Maruti Suzuki,Celerio,49000.0,Manual,second,Petrol,9
Ford,Ecosport,44000.0,Automatic,second,hybrid,10
Maruti Suzuki,Wagon-R,60000.0,Manual,first,Hybrid/CNG,5
Hyundai,Verna,89410.0,Manual,first,Diesel,9
MG,Hector,49067.0,Automatic,first,Petrol,7
Fiat,Punto,80000.0,Automatic,second,Petrol,12
BMW,7 Series,61000.0,Automatic,second,Diesel,13
Maruti Suzuki,Celerio,320981.0,Manual,second,hybrid,7
Chevrolet,Cruze,75000.0,Manual,second,Diesel,16
Hyundai,Grand i10,82000.0,Manual,second,Petrol,10
Toyota,Fortuner,144500.0,Automatic,second,Diesel,12
Maruti Suzuki,Celerio,61000.0,Automatic,first,Petrol,7
Toyota,Innova Hycross,38100.0,Automatic,first,Hybrid/CNG,3
Hyundai,i10,84000.0,Automatic,second,hybrid,17
Maruti Suzuki,Swift,40000.0,Automatic,first,Diesel,4
Toyota,Innova Crysta,60989.0,Manual,second,Diesel,9
Hyundai,Grand i10,57000.0,Automatic,first,Hybrid/CNG,9
Ford,Ecosport,40683.0,Automatic,first,Hybrid/CNG,7
Skoda,Superb,90241.0,Automatic,second,Petrol,17
Toyota,Urban Cruiser,37000.0,Automatic,first,Petrol,5
Honda,Amaze,63000.0,Manual,first,hybrid,8
Volkswagen,VentoTest,110000.0,Manual,second,Diesel,15
Honda,City,53000.0,Manual,first,Diesel,12
Maruti Suzuki,Alto-K10,73000.0,Manual,second,Petrol,13
Chevrolet,Spark,68892.0,Manual,first,Petrol,15
Nissan,Terrano,50000.0,Manual,second,Hybrid/CNG,9
Honda,City,83000.0,Manual,first,Hybrid/CNG,16
Toyota,Innova Hycross,500.0,Automatic,first,Hybrid/CNG,3
Kia,Seltos,32028.0,Automatic,second,Diesel,6
Kia,Seltos,12000.0,Automatic,first,Petrol,3
Honda,Amaze,78000.0,Automatic,second,Diesel,5
Maruti Suzuki,XL6,26000.0,Manual,first,Petrol,4
Ford,Ecosport,52000.0,Manual,second,Diesel,10
BMW,X1,38000.0,Automatic,first,Diesel,9
Hyundai,i20,95000.0,Manual,second,Petrol,9
Hyundai,i10,96000.0,Automatic,second,hybrid,18
Toyota,Etios,85000.0,Automatic,first,hybrid,10
Mahindra,Logan,48000.0,Manual,first,Petrol,18
Maruti Suzuki,Swift-Dzire,750000.0,Manual,first,Diesel,6
Volvo,XC60,480000.0,Automatic,first,Diesel,6
Tata,Vista Tech,89000.0,Manual,second,Diesel,15
Mahindra,Scorpio,82000.0,Manual,first,Diesel,10
Kia,Seltos,30000.0,Automatic,first,Diesel,6
Volkswagen,Polo,125000.0,Manual,first,Diesel,11
Tata,Harrier,14000.0,Automatic,first,Diesel,4
Maruti Suzuki,Swift,43000.0,Automatic,first,hybrid,7
Maruti Suzuki,Swift-Dzire,190000.0,Manual,second,Hybrid/CNG,15
Mahindra,XUV500,94054.0,Automatic,first,Diesel,9
Hyundai,i20,68000.0,Manual,second,Hybrid/CNG,13
Maruti Suzuki,Wagon-R,65000.0,Automatic,first,Petrol,7
Mahindra,XUV700,13000.0,Automatic,first,Diesel,2
Maruti Suzuki,S-Presso,82100.0,Manual,first,Hybrid/CNG,5
Tata,Nano Genx,26000.0,Automatic,first,Petrol,11
Hyundai,Santro Xing,102000.0,Manual,second,Hybrid/CNG,17
BMW,7 Series,7000.0,Automatic,first,Petrol,3
Tata,Zest,108000.0,Manual,second,Diesel,10
Audi,Q3,45000.0,Automatic,second,Diesel,9
Tata,Tiago,56000.0,Manual,first,Petrol,8
Hyundai,Xcent,57000.0,Manual,first,Petrol,7
Maruti Suzuki,A-Star,81000.0,Manual,second,hybrid,15
MG,ASTOR,16000.0,Automatic,first,Petrol,4
Maruti Suzuki,Wagon-R,79000.0,Manual,first,hybrid,12
Toyota,Camry,96000.0,Automatic,second,Petrol,11
Hyundai,Verna,97000.0,Automatic,second,hybrid,14
Maruti Suzuki,A-Star,52000.0,Automatic,second,Petrol,14
Datsun,GO,28.0,Automatic,first,hybrid,8
Honda,Mobilio,120.0,Automatic,first,hybrid,10
Hyundai,i10,58000.0,Automatic,first,Petrol,15
Maruti Suzuki,Ciaz,610003.0,Manual,first,Petrol,6
Maruti Suzuki,Alto-800,86000.0,Manual,first,Hybrid/CNG,10
Audi,A4,78000.0,Automatic,second,Diesel,15
Mahindra,Thar,28000.0,Automatic,first,Diesel,3
Hyundai,Creta,89600.0,Automatic,second,Petrol,10
Honda,City,62000.0,Automatic,first,Petrol,5
Toyota,Innova,150000.0,Manual,second,Diesel,15
Maruti Suzuki,Alto K10,74000.0,Automatic,first,Petrol,8
Maruti Suzuki,Ertiga,155000.0,Manual,second,Diesel,14
Maruti Suzuki,Ignis,31000.0,Manual,first,Petrol,8
Maruti Suzuki,Omni,100000.0,Manual,second,hybrid,11
Tata,Tiago,32000.0,Automatic,first,Petrol,7
Kia,Sonet,35000.0,Automatic,first,Hybrid/CNG,5
Honda,Amaze,65000.0,Manual,first,Petrol,10
Maruti Suzuki,Swift-Dzire,81158.0,Manual,second,Hybrid/CNG,12
Honda,Mobilio,80000.0,Manual,second,Hybrid/CNG,12
Mahindra,XUV500,49200.0,Manual,first,Diesel,13
Maruti Suzuki,Ertiga,50000.0,Automatic,second,hybrid,6
Toyota,Fortuner,139000.0,Manual,first,Diesel,11
Ford,Ecosport,65000.0,Manual,second,Diesel,13
Honda,Amaze,15000.0,Manual,first,Petrol,5
Toyota,Corolla Altis,68000.0,Automatic,second,Petrol,11
Hyundai,Eon,27000.0,Manual,second,Petrol,8
Mercedes-Benz,B Class,10000.0,Automatic,second,Petrol,9
Audi,A4,76000.0,Automatic,second,Petrol,11
Mahindra,XUV 300,48271.0,Automatic,second,Petrol,5
Fiat,Grand Punto,65000.0,Manual,first,Diesel,16
Mahindra,Verito,180000.0,Manual,second,Diesel,15
Honda,Civic,82000.0,Manual,first,Petrol,15
Hyundai,Creta,98000.0,Automatic,first,Diesel,7
Maruti Suzuki,Eeco,55000.0,Manual,second,hybrid,8
Renault,KWID,28000.0,Manual,first,Petrol,8
Hyundai,Creta,70000.0,Automatic,first,Diesel,3
Volkswagen,Polo,48000.0,Manual,first,Petrol,7
Volvo,S90,63333.0,Automatic,second,Diesel,6
Volkswagen,Polo,19000.0,Manual,second,Petrol,8
Maruti Suzuki,Swift-Dzire,245000.0,Manual,second,Diesel,13
Renault,Duster,90200.0,Manual,first,Diesel,12
Mercedes-Benz,C Class,98000.0,Automatic,first,Petrol,14
Hyundai,i20,25000.0,Automatic,second,Petrol,6
Mercedes-Benz,C-Class,65000.0,Automatic,first,Diesel,11
Fiat,Punto Pure,94000.0,Manual,second,Hybrid/CNG,10
Kia,Seltos,50000.0,Automatic,first,Diesel,6
Mahindra,Thar,46000.0,Manual,second,Diesel,11
Honda,City,59000.0,Automatic,first,Petrol,9
Honda,CRV,104000.0,Automatic,second,Hybrid/CNG,11
Maruti Suzuki,Swift-Dzire,69433.0,Automatic,second,Diesel,8
Maruti Suzuki,Alto,55000.0,Manual,first,Petrol,17
Maruti Suzuki,Wagon-R-1-0,95000.0,Automatic,second,hybrid,9
Maruti Suzuki,Eeco,37000.0,Automatic,first,Hybrid/CNG,5
Maruti Suzuki,Wagon-R,53000.0,Automatic,first,Hybrid/CNG,5
Toyota,Fortuner,98000.0,Manual,second,Diesel,11
Kia,Seltos,16800.0,Automatic,first,Petrol,6
Skoda,Superb,39000.0,Automatic,first,Petrol,4
Honda,Civic,75000.0,Manual,second,Hybrid/CNG,16
Maruti Suzuki,Ertiga,85000.0,Automatic,first,Petrol,7
Toyota,Camry,90000.0,Automatic,first,Petrol,13
Hyundai,Grand i10,89000.0,Manual,second,Diesel,8
Mercedes-Benz,C-Class,87000.0,Automatic,second,Petrol,23
Skoda,Octavia,120000.0,Automatic,second,Diesel,10
Maruti Suzuki,Vitara-Brezza,105919.0,Manual,first,Diesel,7
Hyundai,i10,25.0,Automatic,second,Hybrid/CNG,16
Tata,Tiago,27000.0,Manual,first,hybrid,3
Renault,Duster,107000.0,Automatic,second,Diesel,8
Mahindra,TUV,83725.0,Automatic,second,Diesel,8
Toyota,Innova,89000.0,Manual,second,Diesel,11
Maruti Suzuki,Eeco,73000.0,Automatic,first,Hybrid/CNG,11
Toyota,VELLFIRE,42000.0,Automatic,first,Petrol,5
Maruti Suzuki,Baleno,51000.0,Manual,first,Petrol,9
Tata,Tiago,105444.0,Automatic,second,Petrol,9
Maruti Suzuki,Celerio,58000.0,Automatic,first,hybrid,11
Honda,Civic,85380.0,Automatic,second,Hybrid/CNG,14
Hyundai,Venue,67000.0,Manual,first,Petrol,6
Honda,City,117000.0,Manual,first,Hybrid/CNG,16
Ford,Ecosport,25000.0,Automatic,first,Petrol,8
Maruti Suzuki,Swift,86000.0,Manual,second,Petrol,8
Mercedes-Benz,S-Class,46000.0,Automatic,first,Petrol,10
Honda,Brio,108000.0,Manual,second,Petrol,13
Hyundai,Eon,68000.0,Manual,second,Petrol,9
BMW,3 Series,150000.0,Automatic,second,Diesel,16
Jeep,Compass,51000.0,Automatic,first,Diesel,4
BMW,1 Series,120000.0,Automatic,second,Diesel,13
Maruti Suzuki,Swift-Dzire,61585.0,Automatic,first,Petrol,8
Skoda,Rapid,97852.0,Manual,second,hybrid,11
Chevrolet,Cruze,97000.0,Automatic,second,Diesel,15
Honda,City,33000.0,Automatic,first,Petrol,6
Honda,Amaze,82000.0,Manual,second,Hybrid/CNG,11
Maruti Suzuki,Celerio,21000.0,Automatic,second,Petrol,11
Toyota,Innova Crysta,79000.0,Automatic,second,Diesel,9
Mahindra,Scorpio,86000.0,Manual,second,Diesel,9
Honda,Jazz,63000.0,Automatic,first,Petrol,9
Toyota,Etios,50000.0,Manual,first,Hybrid/CNG,10
Hyundai,Verna,54000.0,Automatic,second,Hybrid/CNG,12
Chevrolet,Enjoy,70000.0,Manual,second,Hybrid/CNG,13
Mahindra,KUV 100,60000.0,Manual,second,hybrid,9
Hyundai,Aura,60200.0,Automatic,first,hybrid,2
Maruti Suzuki,Ciaz,162000.0,Automatic,first,Hybrid/CNG,11
Maruti Suzuki,Ertiga,90000.0,Manual,second,hybrid,10
BMW,5 Series,50800.0,Automatic,first,Diesel,14
Hyundai,Accent,200000.0,Automatic,first,Hybrid/CNG,8
Tata,Nexon,78689.0,Manual,first,Petrol,8
Honda,Jazz,64900.0,Automatic,second,Petrol,8
Maruti Suzuki,Swift-Dzire,223000.0,Manual,second,Diesel,13
BMW,5 Series,41000.0,Automatic,second,Diesel,10
Land Rover,Discovery Sport,43000.0,Automatic,second,Petrol,10
Maruti Suzuki,Swift-Dzire,65000.0,Manual,first,Diesel,8
Mahindra,Thar,22000.0,Automatic,second,Petrol,4
Volkswagen,Polo,94000.0,Manual,second,Diesel,11
Hyundai,i20,73000.0,Manual,second,Petrol,12
Maruti Suzuki,Wagon-R,47000.0,Manual,first,Petrol,4
Kia,Carens,24000.0,Automatic,first,Diesel,4
Audi,Q3,51001.0,Automatic,second,Diesel,10
Maruti Suzuki,Vitara-Brezza,72000.0,Manual,first,Diesel,8
Hyundai,Elite i20,65000.0,Automatic,first,hybrid,7
Honda,Accord,64000.0,Automatic,second,hybrid,15
Maruti Suzuki,Zen-Estilo,,Manual,second,Petrol,28
Maruti Suzuki,S-Presso,12000.0,Automatic,first,Petrol,6
Chevrolet,Beat,5000.0,Automatic,second,hybrid,15
Toyota,Etios,92000.0,Manual,second,Diesel,14
Hyundai,i10,91000.0,Automatic,first,Petrol,16
Mahindra,Thar,16700.0,Automatic,first,Diesel,5
Maruti Suzuki,Swift-Dzire,145000.0,Automatic,second,Diesel,9
Maruti Suzuki,Swift,125000.0,Automatic,first,Diesel,14
Mercedes-Benz,GLS,79000.0,Automatic,second,Diesel,7
Toyota,Innova Crysta,175000.0,Automatic,first,Diesel,10
Maruti Suzuki,maruti-suzuki-dzire,54615.0,Manual,first,Petrol,10
Volkswagen,VentoTest,78000.0,Automatic,first,Petrol,10
Hyundai,Creta,55000.0,Automatic,second,Petrol,6
Tata,Nano,47000.0,Automatic,second,Petrol,11
Toyota,Fortuner,160000.0,Manual,second,Diesel,8
Mahindra,Thar,34000.0,Automatic,first,Petrol,5
Honda,Jazz,84000.0,Automatic,first,Petrol,8
Mercedes-Benz,GLS,75000.0,Automatic,second,Diesel,9
Tata,Indigo Ecs,155000.0,Automatic,second,Diesel,14
Honda,City,36593.0,Automatic,second,hybrid,10
Hyundai,Verna,74000.0,Automatic,first,Petrol,8
Maruti Suzuki,Baleno,66000.0,Automatic,second,Hybrid/CNG,8
Maruti Suzuki,Vitara-Brezza,93000.0,Manual,first,Diesel,10
Maruti Suzuki,Ciaz,86000.0,Manual,first,Diesel,9
Mahindra,Scorpio,49000.0,Manual,first,Diesel,4
Hyundai,Creta Facelift,3200.0,Manual,first,Petrol,2
Renault,Triber,58000.0,Automatic,first,Petrol,6
Honda,Elevate,4100.0,Automatic,first,Petrol,2
Hyundai,Accent,100000.0,Automatic,second,Hybrid/CNG,15
Hyundai,Creta,54000.0,Automatic,second,Petrol,8
Honda,City,75000.0,Manual,first,Diesel,11
Maruti Suzuki,Wagon-R,56000.0,Manual,first,Hybrid/CNG,14
Tata,Indigo Ecs,23.0,Automatic,second,Diesel,10
Mercedes-Benz,E-Class,73000.0,Automatic,second,Diesel,14
Hyundai,Creta,33000.0,Automatic,first,Petrol,5
Hyundai,Alcazar,35000.0,Automatic,second,Diesel,7
Mahindra,TUV,87000.0,Automatic,first,Diesel,10
Maruti Suzuki,Sx4,112000.0,Manual,first,Petrol,16
Hyundai,Creta,140858.0,Automatic,second,Diesel,10
Tata,Harrier,46000.0,Automatic,second,Diesel,6
Mahindra,Scorpio,89000.0,Manual,second,Diesel,11
BMW,X3,20000.0,Automatic,first,Petrol,4
Honda,City,68530.0,Manual,first,Petrol,11
Kia,Seltos,35231.0,Manual,first,Petrol,6
Maruti Suzuki,Ertiga,95000.0,Manual,first,hybrid,11
Tata,Bolt,75000.0,Manual,second,Diesel,7
Hyundai,Aura,44731.0,Manual,first,Petrol,6
Tata,Nexon,5000.0,Automatic,first,Petrol,4
Toyota,Innova Crysta,55000.0,Automatic,first,Diesel,7
Mahindra,XUV 300,48000.0,Manual,first,Petrol,5
Maruti Suzuki,Swift,60000.0,Manual,second,Petrol,15
Toyota,Fortuner,75000.0,Manual,second,Diesel,15
Maruti Suzuki,Wagon-R,59000.0,Manual,second,Hybrid/CNG,9
Maruti Suzuki,Alto-K10,52000.0,Automatic,second,Hybrid/CNG,11
Ford,Ecosport,119000.0,Manual,second,Diesel,13
Mahindra,XUV500,87000.0,Manual,first,Diesel,10
Honda,Amaze,103000.0,Automatic,first,Hybrid/CNG,11
Nissan,Micra,86000.0,Automatic,second,Petrol,9
Mahindra,Scorpio,85000.0,Manual,second,Diesel,8
Maruti Suzuki,Baleno,36606.0,Automatic,second,Petrol,9
Maruti Suzuki,Wagon-R,51000.0,Manual,first,Petrol,11
Volkswagen,Vento,85000.0,Automatic,first,Diesel,9
Honda,Jazz,57000.0,Automatic,second,Hybrid/CNG,9
Land Rover,Range Rover Velar,51000.0,Automatic,first,Petrol,8
Maruti Suzuki,Dzire,71000.0,Automatic,second,Diesel,10
Toyota,Innova,130000.0,Manual,first,Diesel,13
Renault,Duster,83409.0,Automatic,second,Diesel,10
Tata,Hexa,57000.0,Automatic,first,Diesel,9
Maruti Suzuki,Swift,42000.0,Automatic,second,Petrol,4
Hyundai,i20,68550.0,Manual,second,Petrol,14
Maruti Suzuki,Wagon-R,85000.0,Manual,second,hybrid,12
Ford,Figo Aspire,75000.0,Automatic,first,Petrol,10
Skoda,Kushaq,36000.0,Automatic,first,Petrol,5
Maruti Suzuki,Celerio,20460.0,Automatic,second,Petrol,11
Maruti Suzuki,Omni,45000.0,Manual,second,Petrol,13
Honda,City,80100.0,Automatic,first,Petrol,5
Toyota,Fortuner,50000.0,Automatic,second,Diesel,4
Mahindra,Thar,38000.0,Automatic,first,Diesel,5
Hyundai,Grand i10,42000.0,Manual,first,Petrol,10
Audi,A6,50000.0,Automatic,second,Petrol,4
Mercedes-Benz,M-Class,120000.0,Automatic,first,Diesel,12
Renault,Duster,61000.0,Automatic,second,Petrol,7
Mercedes-Benz,S-Class,120000.0,Automatic,first,Diesel,12
Ford,Ecosport,75000.0,Manual,first,Diesel,8
Hyundai,Creta,13000.0,Manual,first,Petrol,5
Tata,Nexon,74576.0,Manual,first,Diesel,7
Hyundai,Santro Xing,73000.0,Manual,second,Hybrid/CNG,15
Honda,Jazz,84844.0,Manual,second,Petrol,10
Maruti Suzuki,Ertiga,95200.0,Manual,second,hybrid,10
Maruti Suzuki,Wagon R,84000.0,Manual,second,Hybrid/CNG,15
Toyota,Innova Hycross,16000.0,Automatic,first,hybrid,2
Toyota,Innova,125000.0,Manual,second,Diesel,12
Skoda,Rapid,65000.0,Automatic,second,Petrol,13
Honda,Brio,82000.0,Manual,second,hybrid,14
Renault,Duster,83000.0,Automatic,second,Diesel,8
Tata,Nano,,Manual,second,Petrol,11
Maruti Suzuki,Eeco,4200.0,Automatic,first,hybrid,2
Hyundai,Verna,77000.0,Manual,first,Petrol,14
Renault,KWID,45000.0,Manual,second,Petrol,9
Maruti Suzuki,Swift,,Automatic,second,Hybrid/CNG,19
Toyota,Camry,142000.0,Automatic,second,Petrol,12
Hyundai,Aura,1234.0,Manual,first,Hybrid/CNG,3
Hyundai,i10,151000.0,Manual,second,hybrid,14
Hyundai,Creta,150000.0,Automatic,second,Diesel,9
Hyundai,Tucson,29168.0,Automatic,first,Diesel,5
Maruti Suzuki,Ertiga,70000.0,Manual,first,hybrid,10
Maruti Suzuki,Vitara-Brezza,61000.0,Manual,second,Diesel,8
Hyundai,i10,77000.0,Automatic,second,Petrol,18
Mahindra,Scorpio,71000.0,Manual,second,Diesel,9
Skoda,Rapid,42000.0,Automatic,second,Petrol,11
Maruti Suzuki,Alto-800,86500.0,Automatic,first,hybrid,9
Volkswagen,VentoTest,130000.0,Automatic,second,Petrol,10
Skoda,Superb,80000.0,Automatic,first,Diesel,10
Honda,City Hybrid eHEV,77000.0,Automatic,first,Petrol,10
Mercedes-Benz,C Class,9000.0,Automatic,first,Petrol,7
Skoda,Rapid,54000.0,Automatic,second,Petrol,13
Maruti Suzuki,Swift,67000.0,Manual,first,Petrol,12
Land Rover,Range Rover Velar,36864.0,Automatic,first,Petrol,7
Hyundai,i10,53000.0,Manual,second,hybrid,14
Mahindra,Thar,65000.0,Automatic,first,Petrol,6
Maruti Suzuki,Wagon-R,70000.0,Manual,first,Petrol,7
BMW,X7,32000.0,Automatic,first,Diesel,6
Maruti Suzuki,Ertiga,77000.0,Manual,second,hybrid,10
Toyota,Innova,75000.0,Manual,first,Diesel,18
Honda,City,100000.0,Manual,second,Petrol,11
Maruti Suzuki,Wagon-R-1-0,107000.0,Automatic,first,hybrid,8
BMW,5 Series,90000.0,Automatic,second,Diesel,12
Renault,KWID,17000.0,Manual,first,Petrol,4
BMW,3 Series,75000.0,Automatic,second,Diesel,13
Mercedes-Benz,M-Class,72000.0,Automatic,second,Diesel,13
Mahindra,Xylo,86270.0,Manual,first,Diesel,7
Hyundai,Xcent,86090.0,Manual,second,hybrid,11
Hyundai,Grand i10 Nios,40000.0,Manual,first,hybrid,4
Skoda,Rapid,157000.0,Automatic,second,Diesel,10
Mercedes-Benz,C-Class,28000.0,Automatic,first,Diesel,10
Maruti Suzuki,Swift,96000.0,Manual,second,Petrol,12
Maruti Suzuki,Ignis,51000.0,Automatic,first,Petrol,7
Toyota,Corolla Altis,245000.0,Manual,second,Diesel,16
Maruti Suzuki,Swift,93000.0,Manual,first,Petrol,5
Mercedes-Benz,E-Class,51447.0,Automatic,first,Diesel,12
Hyundai,i20,31851.0,Manual,first,Petrol,4
Honda,Brio,50000.0,Manual,second,Petrol,14
Skoda,Slavia,48000.0,Manual,first,Petrol,4
Honda,City,69000.0,Manual,first,Petrol,6
Maruti Suzuki,Swift,23000.0,Manual,first,Petrol,16
Maruti Suzuki,Eeco,41000.0,Automatic,first,Hybrid/CNG,5
Maruti Suzuki,Brezza,90000.0,Manual,second,Diesel,10
Isuzu,D-Max V-Cross,15000.0,Automatic,first,Diesel,4
Maruti Suzuki,Wagon R,80000.0,Manual,second,Hybrid/CNG,13
Volkswagen,Polo,46000.0,Manual,first,Petrol,6
Honda,City,111000.0,Automatic,first,Petrol,10
Mercedes-Benz,GLE COUPE,62500.0,Automatic,second,Petrol,7
Maruti Suzuki,Baleno,19000.0,Manual,first,Petrol,8
Maruti Suzuki,Wagon-R-1-0,27000.0,Manual,first,Petrol,12
Mercedes-Benz,CLA,39000.0,Automatic,second,Diesel,10
Maruti Suzuki,Eeco,68000.0,Automatic,second,hybrid,8
Maruti Suzuki,Ritz,77000.0,Manual,second,Hybrid/CNG,15
Hyundai,Sonata Transform,97000.0,Automatic,second,hybrid,21
Maruti Suzuki,Wagon-R,548.0,Manual,first,hybrid,2
Maruti Suzuki,Swift,70198.0,Manual,second,hybrid,6
Tata,Manza,78960.0,Manual,first,Petrol,16
Honda,City,55000.0,Manual,second,Hybrid/CNG,13
Hyundai,Santro,150000.0,Manual,second,Petrol,24
Maruti Suzuki,Swift,105000.0,Manual,second,hybrid,16
Mahindra,Thar,41000.0,Manual,second,Diesel,5
Hyundai,Verna,132000.0,Automatic,second,Petrol,15
Maruti Suzuki,Ertiga,65000.0,Manual,second,Hybrid/CNG,10
Toyota,Innova,101412.0,Manual,second,Diesel,16
Maruti Suzuki,Baleno,25184.0,Manual,first,Petrol,5
Mahindra,Scorpio,91252.0,Manual,second,Diesel,11
Maruti Suzuki,Baleno,66510.0,Automatic,first,Petrol,7
Mahindra,XUV500,61000.0,Manual,first,Diesel,8
Maruti Suzuki,Wagon-R,104300.0,Manual,second,Petrol,11
Hyundai,Alcazar,100000.0,Automatic,first,Diesel,5
Hyundai,Grand i10,69000.0,Manual,second,Petrol,11
Tata,Indica V2,160000.0,Manual,second,Diesel,10
Ford,Ecosport,76000.0,Manual,second,Diesel,10
Nissan,Kicks,70000.0,Manual,first,Diesel,7
Renault,KWID,30000.0,Automatic,first,hybrid,7
Hyundai,Creta,23000.0,Automatic,first,Petrol,8
Hyundai,Fluidic Verna,102500.0,Manual,second,Diesel,15
Volkswagen,CrossPolo,80000.0,Manual,second,Diesel,12
Maruti Suzuki,Swift-Dzire,32000.0,Automatic,second,Petrol,9
Maruti Suzuki,Wagon-R,73000.0,Manual,second,hybrid,12
Maruti Suzuki,Wagon-R,78000.0,Manual,first,hybrid,9
Hyundai,i10,66000.0,Automatic,second,Petrol,17
Maruti Suzuki,Wagon-R-1-0,97000.0,Manual,second,Petrol,19
Ford,Endeavour,135000.0,Automatic,first,Diesel,9
Maruti Suzuki,Celerio,63123.0,Manual,second,hybrid,11
Hyundai,Santro Xing,64000.0,Manual,second,hybrid,12
Maruti Suzuki,Baleno,45000.0,Manual,first,Petrol,9
Tata,Hexa,111677.0,Automatic,second,Diesel,9
Volkswagen,Polo,45000.0,Manual,first,Hybrid/CNG,10
BMW,3 Series GT,110000.0,Automatic,second,Diesel,10
Maruti Suzuki,Estilo,74900.0,Manual,first,Petrol,19
Maruti Suzuki,Wagon-R,67000.0,Automatic,second,hybrid,8
Maruti Suzuki,Ertiga,85000.0,Manual,first,hybrid,5
Toyota,Innova,220000.0,Manual,second,Diesel,11
Volkswagen,Polo,25000.0,Automatic,second,Petrol,8
Ford,Ecosport,126353.0,Manual,second,Diesel,7
Maruti Suzuki,Eeco,,Automatic,first,hybrid,4
Maruti Suzuki,Wagon-R,62000.0,Manual,first,Petrol,6
Maruti Suzuki,Swift,98000.0,Manual,second,Diesel,19
Maruti Suzuki,Vitara-Brezza,85600.0,Manual,first,Diesel,8
Honda,Civic,78000.0,Automatic,second,hybrid,13
Hyundai,Creta,54800.0,Manual,second,hybrid,7
Mahindra,XUV500,90000.0,Manual,first,Diesel,11
Honda,BRV,38000.0,Automatic,second,Petrol,10
Hyundai,Verna,79000.0,Manual,second,Hybrid/CNG,19
Toyota,Innova Crysta,39000.0,Automatic,second,Diesel,7
Maruti Suzuki,Ertiga,60000.0,Manual,first,hybrid,4
Hyundai,i20,95000.0,Manual,second,Diesel,10
Ford,Endeavour,65000.0,Automatic,second,Diesel,8
Honda,City,30.0,Automatic,first,hybrid,15
Hyundai,Creta,44000.0,Automatic,first,Diesel,4
Hyundai,Verna,99000.0,Manual,first,Diesel,13
Mercedes-Benz,E-Class,38000.0,Automatic,second,Diesel,4
Volkswagen,VentoTest,104771.0,Automatic,second,Diesel,11
Maruti Suzuki,Swift,57000.0,Automatic,first,Petrol,7
Toyota,Innova,250000.0,Manual,second,Diesel,14
Maruti Suzuki,Alto-K10,60000.0,Manual,second,Petrol,7
Ford,Ecosport,56516.0,Automatic,first,Petrol,7
Hyundai,Venue,42000.0,Manual,first,Petrol,4
Maruti Suzuki,Ertiga,74000.0,Automatic,first,Hybrid/CNG,10
Audi,A3,59000.0,Automatic,second,Diesel,7
Mahindra,XUV500,115000.0,Manual,second,Diesel,14
Mahindra,TUV,103000.0,Automatic,second,Diesel,9
Volkswagen,Polo,51000.0,Manual,second,Petrol,11
Mercedes-Benz,C-Class,77000.0,Automatic,second,Petrol,16
Honda,Amaze,26500.0,Automatic,first,Hybrid/CNG,4
Maruti Suzuki,Wagon-R,50000.0,Manual,second,Hybrid/CNG,3
Ford,Fiesta,86861.0,Manual,second,Hybrid/CNG,17
Toyota,Etios Liva,140000.0,Manual,second,Diesel,11
Toyota,Innova Crysta,80000.0,Manual,first,Diesel,8
Nissan,Sunny,108000.0,Manual,second,Diesel,14
Maruti Suzuki,Celerio,155000.0,Manual,second,Hybrid/CNG,7
Renault,KWID,52000.0,Automatic,first,Hybrid/CNG,6
Renault,Triber,18000.0,Manual,first,Hybrid/CNG,4
Nissan,Terrano,50000.0,Automatic,first,Diesel,8
Mercedes-Benz,C-Class,24000.0,Automatic,second,Diesel,6
Maruti Suzuki,Wagon-R,55000.0,Manual,second,hybrid,14
Hyundai,i10,123000.0,Manual,second,Petrol,18
Hyundai,Verna,55000.0,Manual,first,Petrol,7
Skoda,Fabia,95000.0,Manual,first,Petrol,15
Mini,Cooper S,9500.0,Automatic,first,Petrol,3
Honda,City,98000.0,Manual,second,Petrol,11
Mini,Cooper S,34000.0,Automatic,second,Petrol,9
Volkswagen,Polo,81000.0,Manual,second,Diesel,14
Tata,tata-punch,43000.0,Manual,first,hybrid,4
Maruti Suzuki,Omni,20.0,Automatic,second,Petrol,15
Maruti Suzuki,800,75000.0,Automatic,second,Hybrid/CNG,10
BMW,3 Series,57000.0,Automatic,first,Diesel,13
Maruti Suzuki,Alto-K10,3240.0,Manual,second,Petrol,9
Honda,City,71000.0,Automatic,first,Hybrid/CNG,11
Toyota,Corolla Altis,128000.0,Manual,first,Diesel,15
Maruti Suzuki,Eeco,51000.0,Automatic,first,Hybrid/CNG,8
Maruti Suzuki,Alto-K10,80500.0,Manual,second,hybrid,15
Tata,Harrier,129000.0,Automatic,first,Diesel,5
Mahindra,Scorpio,78525.0,Manual,first,Diesel,12
Mercedes-Benz,GLC,119000.0,Automatic,second,Diesel,9
Hyundai,Tucson,65000.0,Automatic,second,Diesel,9
